source;target;weight
q-arruns;26;0.144959408284
q-soractis;26;0.0778505907801
q-cassida;26;0.0736317761123
q-carbaseos;26;0.0736317761123
q-gortynia;26;0.0736317761123
q-turne;26;0.0726958514049
q-pineus;26;0.068954560622
q-collis;26;-0.0674513579016
q-reducem;26;0.0666169290228
q-saturnus;26;-0.0659928327701
q-carmentis;26;-0.0659928327701
q-lauinia;26;0.063566073031
q-ruentum;26;-0.0630313812254
q-lacrumantumque;26;-0.0630313812254
q-siue;26;0.0621669211427
q-ardor;26;0.0610121495555
q-inglorius;26;0.0605073165917
q-lycio;26;0.0598231382318
q-cumque;26;0.0595376405899
q-virgo;26;0.0595374529322
q-dareta;27;0.184176978246
q-entellus;27;0.184176978246
q-mnestheus;27;0.14922742463
q-acestes;27;0.13124760048
q-hyrtacidae;27;0.122784652164
q-eurytion;27;0.122784652164
q-caestus;27;0.113539488987
q-carmentis;27;-0.0924052852257
q-saturnus;27;-0.0924052852257
q-monimenta;27;-0.0872909939632
q-utroque;27;0.0696738571345
q-inlisit;27;0.0613923260819
q-hippocoöntis;27;0.0613923260819
q-artemque;27;0.0613923260819
q-subsedit;27;0.0613923260819
q-erymantho;27;0.0613923260819
q-entellum;27;0.0613923260819
q-entello;27;0.0613923260819
q-ualuit;27;0.0607142946452
q-uacuo;27;0.0602016932086
q-parthus;28;-0.116563804925
q-tete;28;-0.0786953687892
q-ademptast;28;-0.0786953687892
q-demittet;28;-0.0786953687892
q-dehiscet;28;-0.0786953687892
q-condicio;28;-0.0786953687892
q-clausumue;28;-0.0786953687892
q-iuppiter;28;-0.068288805615
q-immortalis;28;-0.0677775494685
q-iuturna;28;-0.0618177628748
q-lapis;28;-0.0598846960358
q-uacuum;28;-0.0598846960358
q-daedalus;28;0.0598552965161
q-tartaream;28;-0.0582819024627
q-megaeram;28;-0.0582819024627
q-adrectaeque;28;-0.0582819024627
q-torpor;28;-0.0582819024627
q-iuturnae;28;-0.0582819024627
q-iuturnamque;28;-0.0582819024627
q-ulterius;28;-0.0540777770255
q-tyro;29;-0.0899825944526
